company_code,posting_date,document_id,line_id,gl_account,cost_center,amount,currency,debit_credit,booking_text,vendor_id,customer_id,tax_code
1000,2025-07-01,1800000199,2,1576,,499.83,EUR,D,Input tax - Cleaning service,V-1002,,V1
1000,2025-07-01,1800000199,3,3300,,2999,EUR,C,Cleaning service,V-1002,,V1
1000,2025-07-02,1800000143,1,1000,,4405.79,EUR,D,Customer payment received,,C-2004,
1000,2025-07-02,1800000143,2,1400,,4405.79,EUR,C,Customer payment received,,C-2004,
1000,2025-07-02,1800000166,1,3300,,570.93,EUR,D,Vendor payment,V-1011,,
1000,2025-07-02,1800000166,2,1000,,570.93,EUR,C,Vendor payment,V-1011,,
1000,2025-07-03,1800000004,1,3300,,3846.61,EUR,D,Vendor payment,V-1010,,
1000,2025-07-03,1800000004,2,1000,,3846.61,EUR,C,Vendor payment,V-1010,,
1000,2025-07-03,1800000054,1,3300,,1583.44,EUR,D,Vendor payment,V-1008,,
1000,2025-07-03,1800000054,2,1000,,1583.44,EUR,C,Vendor payment,V-1008,,
1000,2025-07-03,1800000057,1,1400,,6868.15,EUR,D,Sales invoice Bergkristall,,C-2001,A1
1000,2025-07-03,1800000057,2,4000,,5723.46,EUR,C,Sales invoice Bergkristall,,C-2001,A1
1000,2025-07-03,1800000057,3,1786,,1144.69,EUR,C,Output tax - Sales invoice Bergkristall,,C-2001,A1
1000,2025-07-03,1800000073,1,6850,CC-300,338.47,EUR,D,Vehicle fleet service,V-1009,,V1
1000,2025-07-03,1800000073,2,1576,,67.69,EUR,D,Input tax - Vehicle fleet service,V-1009,,V1
1000,2025-07-03,1800000073,3,3300,,406.16,EUR,C,Vehicle fleet service,V-1009,,V1
1000,2025-07-03,1800000105,1,3300,,155.7,EUR,D,Vendor payment,V-1003,,
1000,2025-07-03,1800000105,2,1000,,155.7,EUR,C,Vendor payment,V-1003,,
1000,2025-07-03,1800000116,1,1400,,3010.23,EUR,D,Sales invoice Seeblick,,C-2002,A0
1000,2025-07-03,1800000116,2,4010,,3010.23,EUR,C,Sales invoice Seeblick,,C-2002,A0
1000,2025-07-03,1800000127,1,3300,,3488.95,EUR,D,Vendor payment,V-1001,,
1000,2025-07-03,1800000127,2,1000,,3488.95,EUR,C,Vendor payment,V-1001,,
1000,2025-07-03,1800000134,1,1400,,7195.26,EUR,D,Sales invoice Seeblick,,C-2002,A1
1000,2025-07-03,1800000134,2,4020,,5996.05,EUR,C,Sales invoice Seeblick,,C-2002,A1
1000,2025-07-03,1800000134,3,1786,,1199.21,EUR,C,Output tax - Sales invoice Seeblick,,C-2002,A1
1000,2025-07-03,1800000139,1,1000,,3124.67,EUR,D,Customer payment received,,C-2001,
1000,2025-07-03,1800000139,2,1400,,3124.67,EUR,C,Customer payment received,,C-2001,
1000,2025-07-03,1800000142,1,1400,,1910.33,EUR,D,Sales invoice Waldwiese,,C-2003,A1
1000,2025-07-03,1800000142,2,4000,,1591.94,EUR,C,Sales invoice Waldwiese,,C-2003,A1
1000,2025-07-03,1800000142,3,1786,,318.39,EUR,C,Output tax - Sales invoice Waldwiese,,C-2003,A1
1000,2025-07-03,1800000148,1,1400,,4616.42,EUR,D,Sales invoice Feldstern,,C-2004,A1
1000,2025-07-03,1800000148,2,4000,,3847.02,EUR,C,Sales invoice Feldstern,,C-2004,A1
1000,2025-07-03,1800000148,3,1786,,769.4,EUR,C,Output tax - Sales invoice Feldstern,,C-2004,A1
1000,2025-07-03,1800000149,1,1000,,3997.63,EUR,D,Customer payment received,,C-2004,
1000,2025-07-03,1800000149,2,1400,,3997.63,EUR,C,Customer payment received,,C-2004,
1000,2025-07-03,1800000168,1,6020,CC-200,3841.46,EUR,D,Social security contribution,V-1010,,V1
1000,2025-07-03,1800000168,2,1576,,768.29,EUR,D,Input tax - Social security contribution,V-1010,,V1
1000,2025-07-03,1800000168,3,3300,,4609.75,EUR,C,Social security contribution,V-1010,,V1
1000,2025-07-04,1800000029,1,1400,,5540.96,EUR,D,Sales invoice Seeblick,,C-2002,A1
1000,2025-07-04,1800000029,2,4020,,4617.47,EUR,C,Sales invoice Seeblick,,C-2002,A1
1000,2025-07-04,1800000029,3,1786,,923.49,EUR,C,Output tax - Sales invoice Seeblick,,C-2002,A1
1000,2025-07-04,1800000058,1,6000,CC-300,3575.53,EUR,D,Monthly wages,V-1010,,V1
1000,2025-07-04,1800000058,2,1576,,715.11,EUR,D,Input tax - Monthly wages,V-1010,,V1
1000,2025-07-04,1800000058,3,3300,,4290.64,EUR,C,Monthly wages,V-1010,,V1
1000,2025-07-04,1800000209,1,6900,CC-300,115.2,EUR,D,Vehicle fleet service,V-1009,,V0
1000,2025-07-04,1800000209,2,3300,,115.2,EUR,C,Vehicle fleet service,V-1009,,V0
1000,2025-07-05,1800000202,1,6880,CC-200,2995.9,EUR,D,Insurence premium,V-1006,,V1
1000,2025-07-05,1800000202,2,1576,,599.18,EUR,D,Input tax - Insurence premium,V-1006,,V1
1000,2025-07-05,1800000202,3,3300,,3595.08,EUR,C,Insurence premium,V-1006,,V1
1000,2025-07-06,1800000200,1,6820,CC-500,2032.12,EUR,D,Cleaning servcie,V-1002,,V0
1000,2025-07-06,1800000200,2,3300,,2032.12,EUR,C,Cleaning servcie,V-1002,,V0
1000,2025-07-07,1800000003,1,1400,,1393.72,EUR,D,Sales invoice Waldwiese,,C-2003,A1
1000,2025-07-07,1800000003,2,4000,,1161.43,EUR,C,Sales invoice Waldwiese,,C-2003,A1
1000,2025-07-07,1800000003,3,1786,,232.29,EUR,C,Output tax - Sales invoice Waldwiese,,C-2003,A1
1000,2025-07-07,1800000155,1,1000,,1935.36,EUR,D,Customer payment received,,C-2001,
1000,2025-07-07,1800000155,2,1400,,1935.36,EUR,C,Customer payment received,,C-2001,
1000,2025-07-07,1800000182,1,3300,,3679.71,EUR,D,Vendor payment,V-1001,,
1000,2025-07-07,1800000182,2,1000,,3679.71,EUR,C,Vendor payment,V-1001,,
1000,2025-07-08,1800000023,1,3300,,3012.83,EUR,D,Vendor payment,V-1005,,
1000,2025-07-08,1800000023,2,1000,,3012.83,EUR,C,Vendor payment,V-1005,,
1000,2025-07-08,1800000063,1,6890,CC-200,2968.34,EUR,D,Bank charges,V-1001,,V1
1000,2025-07-08,1800000063,2,1576,,593.67,EUR,D,Input tax - Bank charges,V-1001,,V1
1000,2025-07-08,1800000063,3,3300,,3562.01,EUR,C,Bank charges,V-1001,,V1
1000,2025-07-08,1800000075,1,1400,,5646.92,EUR,D,Sales invoice Seeblick,,C-2002,A1
1000,2025-07-08,1800000075,2,4020,,4705.77,EUR,C,Sales invoice Seeblick,,C-2002,A1
1000,2025-07-08,1800000075,3,1786,,941.15,EUR,C,Output tax - Sales invoice Seeblick,,C-2002,A1
1000,2025-07-08,1800000101,1,1000,,2079.34,EUR,D,Customer payment received,,C-2005,
1000,2025-07-08,1800000101,2,1400,,2079.34,EUR,C,Customer payment received,,C-2005,
1000,2025-07-09,1800000092,1,6010,CC-200,3830.91,EUR,D,Monthly salaries,V-1009,,V0
1000,2025-07-09,1800000092,2,3300,,3830.91,EUR,C,Monthly salaries,V-1009,,V0
1000,2025-07-09,1800000113,1,3300,,2549.68,EUR,D,Vendor payment,V-1009,,
1000,2025-07-09,1800000113,2,1000,,2549.68,EUR,C,Vendor payment,V-1009,,
1000,2025-07-09,1800000171,1,1000,,833.8,EUR,D,Customer payment received,,C-2003,
1000,2025-07-09,1800000171,2,1400,,833.8,EUR,C,Customer payment received,,C-2003,
1000,2025-07-10,1800000040,1,1400,,2014.08,EUR,D,Sales invoice Feldstern,,C-2004,A0
1000,2025-07-10,1800000040,2,4010,,2014.08,EUR,C,Sales invoice Feldstern,,C-2004,A0
1000,2025-07-11,1800000152,1,6850,CC-300,1909.54,EUR,D,Vehicle fleet service,V-1009,,V1
1000,2025-07-11,1800000152,2,1576,,381.91,EUR,D,Input tax - Vehicle fleet service,V-1009,,V1
1000,2025-07-11,1800000152,3,3300,,2291.45,EUR,C,Vehicle fleet service,V-1009,,V1
1000,2025-07-11,1800000210,1,6900,CC-200,285.79,EUR,D,Legal consulting fee,V-1007,,V1
1000,2025-07-11,1800000210,2,1576,,57.16,EUR,D,Input tax - Legal consulting fee,V-1007,,V1
1000,2025-07-11,1800000210,3,3300,,342.95,EUR,C,Legal consulting fee,V-1007,,V1
1000,2025-07-14,1800000044,1,1000,,5511.81,EUR,D,Customer payment received,,C-2003,
1000,2025-07-14,1800000044,2,1400,,5511.81,EUR,C,Customer payment received,,C-2003,
1000,2025-07-14,1800000064,1,1400,,6668.89,EUR,D,Sales invoice Bergkristall,,C-2001,A1
1000,2025-07-14,1800000064,2,4000,,5557.41,EUR,C,Sales invoice Bergkristall,,C-2001,A1
1000,2025-07-14,1800000064,3,1786,,1111.48,EUR,C,Output tax - Sales invoice Bergkristall,,C-2001,A1
1000,2025-07-14,1800000178,1,1000,,4990.28,EUR,D,Customer payment received,,C-2001,
1000,2025-07-14,1800000178,2,1400,,4990.28,EUR,C,Customer payment received,,C-2001,
1000,2025-07-14,1800000188,1,1000,,761.01,EUR,D,Customer payment received,,C-2004,
1000,2025-07-14,1800000188,2,1400,,761.01,EUR,C,Customer payment received,,C-2004,
1000,2025-07-15,1800000055,1,3300,,2869.25,EUR,D,Vendor payment,V-1003,,
1000,2025-07-15,1800000055,2,1000,,2869.25,EUR,C,Vendor payment,V-1003,,
1000,2025-07-15,1800000115,1,3300,,2733.49,EUR,D,Vendor payment,V-1003,,
1000,2025-07-15,1800000115,2,1000,,2733.49,EUR,C,Vendor payment,V-1003,,
1000,2025-07-15,1800000165,1,3300,,933.84,EUR,D,Vendor payment,V-1006,,
1000,2025-07-15,1800000165,2,1000,,933.84,EUR,C,Vendor payment,V-1006,,
1000,2025-07-15,1800000197,1,6800,CC-200,275.98,EUR,D,Office supplies order,V-1001,,V1
1000,2025-07-15,1800000197,2,1576,,55.2,EUR,D,Input tax - Office supplies order,V-1001,,V1
1000,2025-07-15,1800000197,3,3300,,331.18,EUR,C,Office supplies order,V-1001,,V1
1000,2025-07-16,1800000053,1,6800,CC-200,3237.33,EUR,D,Office supplies order,V-1001,,V1
1000,2025-07-16,1800000053,2,1576,,647.47,EUR,D,Input tax - Office supplies order,V-1001,,V1
1000,2025-07-16,1800000053,3,3300,,3884.8,EUR,C,Office supplies order,V-1001,,V1
1000,2025-07-16,1800000062,1,1000,,2008.95,EUR,D,Customer payment received,,C-2005,
1000,2025-07-16,1800000062,2,1400,,2008.95,EUR,C,Customer payment received,,C-2005,
1000,2025-07-16,1800000069,1,1400,,1751.87,EUR,D,Sales invoice Talblick,,C-2005,A0
1000,2025-07-16,1800000069,2,4010,,1751.87,EUR,C,Sales invoice Talblick,,C-2005,A0
1000,2025-07-16,1800000120,1,3300,,1080.71,EUR,D,Vendor payment,V-1002,,
1000,2025-07-16,1800000120,2,1000,,1080.71,EUR,C,Vendor payment,V-1002,,
1000,2025-07-17,1800000002,1,1000,,2041.73,EUR,D,Customer payment received,,C-2004,
1000,2025-07-17,1800000002,2,1400,,2041.73,EUR,C,Customer payment received,,C-2004,
1000,2025-07-17,1800000030,1,6850,CC-300,3375.94,EUR,D,Vehicle fleet service,V-1009,,V1
1000,2025-07-17,1800000030,2,1576,,675.19,EUR,D,Input tax - Vehicle fleet service,V-1009,,V1
1000,2025-07-17,1800000030,3,3300,,4051.13,EUR,C,Vehicle fleet service,V-1009,,V1
1000,2025-07-17,1800000082,1,6820,CC-500,1636.02,EUR,D,Cleaning service,V-1002,,V1
1000,2025-07-17,1800000082,2,1576,,327.2,EUR,D,Input tax - Cleaning service,V-1002,,V1
1000,2025-07-17,1800000082,3,3300,,1963.22,EUR,C,Cleaning service,V-1002,,V1
1000,2025-07-17,1800000107,1,1400,,1601.35,EUR,D,Sales invoice Feldstern,,C-2004,A0
1000,2025-07-17,1800000107,2,4010,,1601.35,EUR,C,Sales invoice Feldstern,,C-2004,A0
1000,2025-07-17,1800000164,1,3300,,3916.8,EUR,D,Vendor payment,V-1009,,
1000,2025-07-17,1800000164,2,1000,,3916.8,EUR,C,Vendor payment,V-1009,,
1000,2025-07-17,1800000185,1,1000,,1738.9,EUR,D,Customer payment received,,C-2005,
1000,2025-07-17,1800000185,2,1400,,1738.9,EUR,C,Customer payment received,,C-2005,
1000,2025-07-18,1800000061,1,5400,CC-300,1112.73,EUR,D,Freight charges inbound,V-1005,,V1
1000,2025-07-18,1800000061,2,1576,,222.55,EUR,D,Input tax - Freight charges inbound,V-1005,,V1
1000,2025-07-18,1800000061,3,3300,,1335.28,EUR,C,Freight charges inbound,V-1005,,V1
1000,2025-07-18,1800000068,1,1000,,3486.49,EUR,D,Customer payment received,,C-2004,
1000,2025-07-18,1800000068,2,1400,,3486.49,EUR,C,Customer payment received,,C-2004,
1000,2025-07-18,1800000203,1,6830,CC-400,899.01,EUR,D,Software license fee,V-1003,,V1
1000,2025-07-18,1800000203,2,1576,,179.8,EUR,D,Input tax - Software license fee,V-1003,,V1
1000,2025-07-18,1800000203,3,3300,,1078.81,EUR,C,Software license fee,V-1003,,V1
1000,2025-07-20,1800000204,1,6830,CC-400,899.01,EUR,D,Software license fee,V-1003,,V1
1000,2025-07-20,1800000204,2,1576,,179.8,EUR,D,Input tax - Software license fee,V-1003,,V1
1000,2025-07-20,1800000204,3,3300,,1078.81,EUR,C,Software license fee,V-1003,,V1
1000,2025-07-21,1800000087,1,1400,,1898.87,EUR,D,Sales invoice Waldwiese,,C-2003,A1
1000,2025-07-21,1800000087,2,4000,,1582.39,EUR,C,Sales invoice Waldwiese,,C-2003,A1
1000,2025-07-21,1800000087,3,1786,,316.48,EUR,C,Output tax - Sales invoice Waldwiese,,C-2003,A1
1000,2025-07-21,1800000158,1,6010,CC-200,2688.84,EUR,D,Monthly salaries,V-1002,,V1
1000,2025-07-21,1800000158,2,1576,,537.77,EUR,D,Input tax - Monthly salaries,V-1002,,V1
1000,2025-07-21,1800000158,3,3300,,3226.61,EUR,C,Monthly salaries,V-1002,,V1
1000,2025-07-22,1800000008,1,1000,,4242.45,EUR,D,Customer payment received,,C-2005,
1000,2025-07-22,1800000008,2,1400,,4242.45,EUR,C,Customer payment received,,C-2005,
1000,2025-07-22,1800000010,1,1400,,5881.36,EUR,D,Sales invoice Waldwiese,,C-2003,A1
1000,2025-07-22,1800000010,2,4000,,4901.13,EUR,C,Sales invoice Waldwiese,,C-2003,A1
1000,2025-07-22,1800000010,3,1786,,980.23,EUR,C,Output tax - Sales invoice Waldwiese,,C-2003,A1
1000,2025-07-22,1800000015,1,5000,CC-300,1032.42,EUR,D,Material restock,V-1011,,V1
1000,2025-07-22,1800000015,2,1576,,206.48,EUR,D,Input tax - Material restock,V-1011,,V1
1000,2025-07-22,1800000015,3,3300,,1238.9,EUR,C,Material restock,V-1011,,V1
1000,2025-07-22,1800000018,1,1000,,236.36,EUR,D,Customer payment received,,C-2005,
1000,2025-07-22,1800000018,2,1400,,236.36,EUR,C,Customer payment received,,C-2005,
1000,2025-07-22,1800000056,1,6810,CC-400,1844.65,EUR,D,Telephone and internet,V-1003,,V1
1000,2025-07-22,1800000056,2,1576,,368.93,EUR,D,Input tax - Telephone and internet,V-1003,,V1
1000,2025-07-22,1800000056,3,3300,,2213.58,EUR,C,Telephone and internet,V-1003,,V1
1000,2025-07-22,1800000071,1,1400,,6802.24,EUR,D,Sales invoice Talblick,,C-2005,A1
1000,2025-07-22,1800000071,2,4000,,5668.53,EUR,C,Sales invoice Talblick,,C-2005,A1
1000,2025-07-22,1800000071,3,1786,,1133.71,EUR,C,Output tax - Sales invoice Talblick,,C-2005,A1
1000,2025-07-22,1800000098,1,6820,CC-500,3547.84,EUR,D,Cleaning service,V-1002,,V1
1000,2025-07-22,1800000098,2,1576,,709.57,EUR,D,Input tax - Cleaning service,V-1002,,V1
1000,2025-07-22,1800000098,3,3300,,4257.41,EUR,C,Cleaning service,V-1002,,V1
1000,2025-07-22,1800000103,1,6020,CC-200,927.2,EUR,D,Social security contribution,V-1010,,V1
1000,2025-07-22,1800000103,2,1576,,185.44,EUR,D,Input tax - Social security contribution,V-1010,,V1
1000,2025-07-22,1800000103,3,3300,,1112.64,EUR,C,Social security contribution,V-1010,,V1
1000,2025-07-22,1800000128,1,1400,,5303.1,EUR,D,Sales invoice Bergkristall,,C-2001,A1
1000,2025-07-22,1800000128,2,4000,,4419.25,EUR,C,Sales invoice Bergkristall,,C-2001,A1
1000,2025-07-22,1800000128,3,1786,,883.85,EUR,C,Output tax - Sales invoice Bergkristall,,C-2001,A1
1000,2025-07-23,1800000065,1,6700,CC-500,3281.16,EUR,D,Office rent,V-1004,,V1
1000,2025-07-23,1800000065,2,1576,,656.23,EUR,D,Input tax - Office rent,V-1004,,V1
1000,2025-07-23,1800000065,3,3300,,3937.39,EUR,C,Office rent,V-1004,,V1
1000,2025-07-23,1800000076,1,6900,CC-200,330.73,EUR,D,Miscellaneous expense,V-1011,,V1
1000,2025-07-23,1800000076,2,1576,,66.15,EUR,D,Input tax - Miscellaneous expense,V-1011,,V1
1000,2025-07-23,1800000076,3,3300,,396.88,EUR,C,Miscellaneous expense,V-1011,,V1
1000,2025-07-23,1800000096,1,1400,,2378.74,EUR,D,Sales invoice Seeblick,,C-2002,A1
1000,2025-07-23,1800000096,2,4000,,1982.28,EUR,C,Sales invoice Seeblick,,C-2002,A1
1000,2025-07-23,1800000096,3,1786,,396.46,EUR,C,Output tax - Sales invoice Seeblick,,C-2002,A1
1000,2025-07-23,1800000201,1,6880,CC-200,3571.08,EUR,D,Insurance premium,V-1006,,V1
1000,2025-07-23,1800000201,2,1576,,714.22,EUR,D,Input tax - Insurance premium,V-1006,,V1
1000,2025-07-23,1800000201,3,3300,,4285.3,EUR,C,Insurance premium,V-1006,,V1
1000,2025-07-24,1800000027,1,6800,CC-200,155.75,EUR,D,Office supplies,V-1001,,V1
1000,2025-07-24,1800000027,2,1576,,31.15,EUR,D,Input tax - Office supplies,V-1001,,V1
1000,2025-07-24,1800000027,3,3300,,186.9,EUR,C,Office supplies,V-1001,,V1
1000,2025-07-24,1800000034,1,1000,,340.04,EUR,D,Customer payment received,,C-2005,
1000,2025-07-24,1800000034,2,1400,,340.04,EUR,C,Customer payment received,,C-2005,
1000,2025-07-24,1800000078,1,1000,,5919.08,EUR,D,Customer payment received,,C-2005,
1000,2025-07-24,1800000078,2,1400,,5919.08,EUR,C,Customer payment received,,C-2005,
1000,2025-07-24,1800000180,1,1400,,5093.96,EUR,D,Sales invoice Seeblick,,C-2002,A1
1000,2025-07-24,1800000180,2,4000,,4244.97,EUR,C,Sales invoice Seeblick,,C-2002,A1
1000,2025-07-24,1800000180,3,1786,,848.99,EUR,C,Output tax - Sales invoice Seeblick,,C-2002,A1
1000,2025-07-25,1800000006,1,1000,,436.01,EUR,D,Customer payment received,,C-2002,
1000,2025-07-25,1800000006,2,1400,,436.01,EUR,C,Customer payment received,,C-2002,
1000,2025-07-25,1800000026,1,1400,,4429.57,EUR,D,Sales invoice Seeblick,,C-2002,A1
1000,2025-07-25,1800000026,2,4020,,3691.31,EUR,C,Sales invoice Seeblick,,C-2002,A1
1000,2025-07-25,1800000026,3,1786,,738.26,EUR,C,Output tax - Sales invoice Seeblick,,C-2002,A1
1000,2025-07-25,1800000091,1,6900,CC-200,1101.87,EUR,D,Miscellaneous expense,V-1008,,V1
1000,2025-07-25,1800000091,2,1576,,220.37,EUR,D,Input tax - Miscellaneous expense,V-1008,,V1
1000,2025-07-25,1800000091,3,3300,,1322.24,EUR,C,Miscellaneous expense,V-1008,,V1
1000,2025-07-25,1800000106,1,6860,CC-100,899.88,EUR,D,Advertising campaign,V-1010,,V1
1000,2025-07-25,1800000106,2,1576,,179.98,EUR,D,Input tax - Advertising campaign,V-1010,,V1
1000,2025-07-25,1800000106,3,3300,,1079.86,EUR,C,Advertising campaign,V-1010,,V1
1000,2025-07-25,1800000144,1,6810,CC-400,2726.71,EUR,D,Telephone and internet,V-1003,,V1
1000,2025-07-25,1800000144,2,1576,,545.34,EUR,D,Input tax - Telephone and internet,V-1003,,V1
1000,2025-07-25,1800000144,3,3300,,3272.05,EUR,C,Telephone and internet,V-1003,,V1
1000,2025-07-25,1800000154,1,1000,,5570.7,EUR,D,Customer payment received,,C-2003,
1000,2025-07-25,1800000154,2,1400,,5570.7,EUR,C,Customer payment received,,C-2003,
1000,2025-07-26,1800000198,1,6800,CC-200,531.75,EUR,D,Office suplies order,V-1001,,V1
1000,2025-07-26,1800000198,2,1576,,106.35,EUR,D,Input tax - Office suplies order,V-1001,,V1
1000,2025-07-26,1800000198,3,3300,,638.1,EUR,C,Office suplies order,V-1001,,V1
1000,2025-07-28,1800000009,1,3300,,1888.46,EUR,D,Vendor payment,V-1006,,
1000,2025-07-28,1800000009,2,1000,,1888.46,EUR,C,Vendor payment,V-1006,,
1000,2025-07-28,1800000080,1,1000,,5129.42,EUR,D,Customer payment received,,C-2003,
1000,2025-07-28,1800000080,2,1400,,5129.42,EUR,C,Customer payment received,,C-2003,
1000,2025-07-28,1800000085,1,1000,,2360.96,EUR,D,Customer payment received,,C-2003,
1000,2025-07-28,1800000085,2,1400,,2360.96,EUR,C,Customer payment received,,C-2003,
1000,2025-07-28,1800000112,1,6020,CC-200,283.6,EUR,D,Social security contribution,V-1003,,V0
1000,2025-07-28,1800000112,2,3300,,283.6,EUR,C,Social security contribution,V-1003,,V0
1000,2025-07-28,1800000162,1,3300,,737.53,EUR,D,Vendor payment,V-1008,,
1000,2025-07-28,1800000162,2,1000,,737.53,EUR,C,Vendor payment,V-1008,,
1000,2025-07-28,1800000172,1,1400,,2239.03,EUR,D,Sales invoice Seeblick,,C-2002,A1
1000,2025-07-28,1800000172,2,4000,,1865.86,EUR,C,Sales invoice Seeblick,,C-2002,A1
1000,2025-07-28,1800000172,3,1786,,373.17,EUR,C,Output tax - Sales invoice Seeblick,,C-2002,A1
1000,2025-07-28,1800000179,1,6830,CC-400,3425.21,EUR,D,Software license fee,V-1003,,V1
1000,2025-07-28,1800000179,2,1576,,685.04,EUR,D,Input tax - Software license fee,V-1003,,V1
1000,2025-07-28,1800000179,3,3300,,4110.25,EUR,C,Software license fee,V-1003,,V1
1000,2025-07-28,1800000187,1,1400,,2877.22,EUR,D,Sales invoice Talblick,,C-2005,A1
1000,2025-07-28,1800000187,2,4000,,2397.68,EUR,C,Sales invoice Talblick,,C-2005,A1
1000,2025-07-28,1800000187,3,1786,,479.54,EUR,C,Output tax - Sales invoice Talblick,,C-2005,A1
1000,2025-07-29,1800000019,1,3300,,820.45,EUR,D,Vendor payment,V-1006,,
1000,2025-07-29,1800000019,2,1000,,820.45,EUR,C,Vendor payment,V-1006,,
1000,2025-07-29,1800000041,1,1400,,1545.07,EUR,D,Sales invoice Seeblick,,C-2002,A1
1000,2025-07-29,1800000041,2,4000,,1287.56,EUR,C,Sales invoice Seeblick,,C-2002,A1
1000,2025-07-29,1800000041,3,1786,,257.51,EUR,C,Output tax - Sales invoice Seeblick,,C-2002,A1
1000,2025-07-29,1800000047,1,1400,,299.69,EUR,D,Sales invoice Seeblick,,C-2002,A1
1000,2025-07-29,1800000047,2,4000,,249.74,EUR,C,Sales invoice Seeblick,,C-2002,A1
1000,2025-07-29,1800000047,3,1786,,49.95,EUR,C,Output tax - Sales invoice Seeblick,,C-2002,A1
1000,2025-07-29,1800000051,1,1400,,870.77,EUR,D,Sales invoice Feldstern,,C-2004,A1
1000,2025-07-29,1800000051,2,4000,,725.64,EUR,C,Sales invoice Feldstern,,C-2004,A1
1000,2025-07-29,1800000051,3,1786,,145.13,EUR,C,Output tax - Sales invoice Feldstern,,C-2004,A1
1000,2025-07-29,1800000074,1,3300,,3523.72,EUR,D,Vendor payment,V-1009,,
1000,2025-07-29,1800000074,2,1000,,3523.72,EUR,C,Vendor payment,V-1009,,
1000,2025-07-29,1800000175,1,5400,CC-300,3499.57,EUR,D,Freight charges inbound,V-1005,,V1
1000,2025-07-29,1800000175,2,1576,,699.91,EUR,D,Input tax - Freight charges inbound,V-1005,,V1
1000,2025-07-29,1800000175,3,3300,,4199.48,EUR,C,Freight charges inbound,V-1005,,V1
1000,2025-07-29,1800000183,1,1000,,3338.37,EUR,D,Customer payment received,,C-2002,
1000,2025-07-29,1800000183,2,1400,,3338.37,EUR,C,Customer payment received,,C-2002,
1000,2025-07-30,1800000083,1,6010,CC-200,2366.24,EUR,D,Monthly salaries,V-1010,,V1
1000,2025-07-30,1800000083,2,1576,,473.25,EUR,D,Input tax - Monthly salaries,V-1010,,V1
1000,2025-07-30,1800000083,3,3300,,2839.49,EUR,C,Monthly salaries,V-1010,,V1
1000,2025-07-30,1800000194,1,6000,CC-300,21486.88,EUR,D,Monthly wages,,,
1000,2025-07-30,1800000194,2,6010,CC-200,14795,EUR,D,Monthly salaries,,,
1000,2025-07-30,1800000194,3,6020,CC-200,7619.19,EUR,D,Social security contribution,,,
1000,2025-07-30,1800000194,4,1000,,36281.88,EUR,C,Payroll payment,,,
1000,2025-07-30,1800000194,5,3900,,7619.19,EUR,C,Social security accrual,,,
1000,2025-07-31,1800000104,1,3300,,3459.33,EUR,D,Vendor payment,V-1010,,
1000,2025-07-31,1800000104,2,1000,,3459.33,EUR,C,Vendor payment,V-1010,,
1000,2025-07-31,1800000130,1,6830,CC-400,2593.12,EUR,D,Software license fee,V-1003,,V1
1000,2025-07-31,1800000130,2,1576,,518.62,EUR,D,Input tax - Software license fee,V-1003,,V1
1000,2025-07-31,1800000130,3,3300,,3111.74,EUR,C,Software license fee,V-1003,,V1
1000,2025-07-31,1800000196,1,7000,CC-500,716.49,EUR,D,Depreciation - Office equipment,,,
1000,2025-07-31,1800000196,2,0200,,716.49,EUR,C,Depreciation - Office equipment,,,
